Name,Rating,Reviews,Category,Address,Website,Phone,Url
"Labcorp","2.2","104","Medical laboratory","3100 47th Ave, Queens, NY 11101, United States","https://locations.labcorp.com/ny/long-island-city/18948/","+1 718-784-2245","https://www.google.com/maps/place/Labcorp/data=!4m7!3m6!1s0x89c25ed336406c07:0xbfbb70c21b17246d!8m2!3d40.7422803!4d-73.9351472!16s%2Fg%2F11g8wj1tv4!19sChIJB2xANtNewokRbSQXG8Jwu78?authuser=0&hl=en&rclk=1"
"Xeron Lab Queens-1 Patient Service Center","1.7","6","Medical laboratory","48-25 36th St, Queens, NY 11101, United States","","+1 866-937-6652","https://www.google.com/maps/place/Xeron+Lab+Queens-1+Patient+Service+Center/data=!4m7!3m6!1s0x89c25ed18f155555:0x81ce1cb07e79dc2!8m2!3d40.7398033!4d-73.9294891!16s%2Fg%2F11mb_bszdr!19sChIJVVUVj9FewokRwp3nB8vhHAg?authuser=0&hl=en&rclk=1"
"Roosevelt Laboratory","","","Medical laboratory","425 W 59th St, New York, NY 10023, United States","","+1 646-912-6076","https://www.google.com/maps/place/Roosevelt+Laboratory/data=!4m7!3m6!1s0x89c25858d9da2fef:0x10dce17a50eea302!8m2!3d40.7701012!4d-73.9859033!16s%2Fg%2F1tlgyw2y!19sChIJ7y_a2VhYwokRAqPuUHrh3BA?authuser=0&hl=en&rclk=1"
"Xeron Lab Queens-2 Patient Service Center","2.0","2","Medical laboratory","48-25 36th St, Queens, NY 11101, United States","","+1 866-937-6652","https://www.google.com/maps/place/Xeron+Lab+Queens-2+Patient+Service+Center/data=!4m7!3m6!1s0x89c2603c29f52251:0xd85f569831d1e46e!8m2!3d40.7394047!4d-73.9296444!16s%2Fg%2F11mb_b838w!19sChIJUSL1KTxgwokRbuTRMZhWX9g?authuser=0&hl=en&rclk=1"
"Northwell Health Labs at Rego Park","4.6","192","Medical laboratory","95-25 Queens Blvd Suite 502, Rego Park, NY 11374, United States","https://www.northwell.edu/northwell-health-labs/locations/rego-park?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com","+1 718-925-6530","https://www.google.com/maps/place/Northwell+Health+Labs+at+Rego+Park/data=!4m7!3m6!1s0x89c25f2cbb8234db:0x2a4be0702bc1e53c!8m2!3d40.7308361!4d-73.8631325!16s%2Fg%2F11gk5r6xwc!19sChIJ2zSCuyxfwokRPOXBK3DgSyo?authuser=0&hl=en&rclk=1"
"Bayside Laboratories","3.0","8","Medical laboratory","4557 Bell Blvd, Flushing, NY 11361, United States","http://www.baysidelab.com/","+1 718-229-8800","https://www.google.com/maps/place/Bayside+Laboratories/data=!4m7!3m6!1s0x89c261e6d5856281:0x71a39994d0b8d8de!8m2!3d40.7588149!4d-73.7682748!16s%2Fg%2F1tcxw4qy!19sChIJgWKF1eZhwokR3ti40JSZo3E?authuser=0&hl=en&rclk=1"
"Sunrise Medical Laboratory","2.6","59","Medical laboratory","66-90 Fresh Pond Rd, Queens, NY 11385, United States","https://www.sunriselab.com/","+1 718-628-0601","https://www.google.com/maps/place/Sunrise+Medical+Laboratory/data=!4m7!3m6!1s0x89c25e824c1f608b:0x61c0a5c00ae9f9e0!8m2!3d40.7060108!4d-73.8969661!16s%2Fg%2F1thln_cw!19sChIJi2AfTIJewokR4PnpCsClwGE?authuser=0&hl=en&rclk=1"
"Universal Diagnostic Lab","","","Medical laboratory","2427 Steinway St, Long Island City, NY 11103, United States","","+1 718-721-5052","https://www.google.com/maps/place/Universal+Diagnostic+Lab/data=!4m7!3m6!1s0x89c25f6a6b307331:0x2435ac81ac2048cf!8m2!3d40.7682428!4d-73.9111415!16s%2Fg%2F1tqtblm9!19sChIJMXMwa2pfwokRz0ggrIGsNSQ?authuser=0&hl=en&rclk=1"
"Sunrise Medical Laboratory","2.4","42","Medical laboratory","6114 7th Ave, Brooklyn, NY 11220, United States","https://www.sunriselab.com/","+1 718-492-2635","https://www.google.com/maps/place/Sunrise+Medical+Laboratory/data=!4m7!3m6!1s0x89c2454c04650051:0xcb64b13fd9883193!8m2!3d40.6360418!4d-74.0128196!16s%2Fg%2F11b70kcvy_!19sChIJUQBlBExFwokRkzGI2T-xZMs?authuser=0&hl=en&rclk=1"
"Sunrise Medical Laboratories","3.4","5","Medical laboratory","40-08 Forley St, Queens, NY 11373, United States","https://www.sunriselab.com/locations/new-york-pscs/","+1 718-433-9559","https://www.google.com/maps/place/Sunrise+Medical+Laboratories/data=!4m7!3m6!1s0x89c25f3ff2e02e3b:0x6c7258e7b1e7683!8m2!3d40.7476242!4d-73.8811621!16s%2Fg%2F11pzyyqflt!19sChIJOy7g8j9fwokRg3Yee44lxwY?authuser=0&hl=en&rclk=1"
"Universal Diagnostic Lab","","","Medical laboratory","2427 Steinway St, Long Island City, NY 11103, United States","","+1 718-721-5052","https://www.google.com/maps/place/Universal+Diagnostic+Lab/data=!4m7!3m6!1s0x89c25f6a6b307331:0x2435ac81ac2048cf!8m2!3d40.7682428!4d-73.9111415!16s%2Fg%2F1tqtblm9!19sChIJMXMwa2pfwokRz0ggrIGsNSQ?authuser=0&hl=en&rclk=1"
"Lenco Diagnostic Laboratory Patient Service Center","2.3","3","Medical laboratory","23-08 30th Ave. 2nd Floor, Long Island City, NY 11102, United States","http://www.lencolab.com/","+1 718-232-1515","https://www.google.com/maps/place/Lenco+Diagnostic+Laboratory+Patient+Service+Center/data=!4m7!3m6!1s0x89c25f485a284f95:0x7b16ff1affd9dbc8!8m2!3d40.7689398!4d-73.9262829!16s%2Fg%2F11gcx_s_rm!19sChIJlU8oWkhfwokRyNvZ_xr_Fns?authuser=0&hl=en&rclk=1"
"Labcorp","2.7","113","Medical laboratory","Ste, 4701 Queens Blvd, Queens, NY 11104, United States","https://locations.labcorp.com/ny/sunnyside/24184/","+1 718-361-2548","https://www.google.com/maps/place/Labcorp/data=!4m7!3m6!1s0x89c25eded7a35e59:0xc0d422db52460c40!8m2!3d40.7434153!4d-73.9173877!16s%2Fg%2F11cn6gnrvt!19sChIJWV6j195ewokRQAxGUtsi1MA?authuser=0&hl=en&rclk=1"
"Sunrise Medical Laboratory","2.7","34","Medical laboratory","5724 2nd Ave, Brooklyn, NY 11220, United States","https://www.sunriselab.com/","+1 347-916-0291","https://www.google.com/maps/place/Sunrise+Medical+Laboratory/data=!4m7!3m6!1s0x89c25aac51185975:0x97a6cd73d92d9743!8m2!3d40.6447785!4d-74.0216346!16s%2Fg%2F11b70f8w7j!19sChIJdVkYUaxawokRQ5ct2XPNppc?authuser=0&hl=en&rclk=1"
"Patient Service Center","3.8","14","Medical laboratory","16215 Highland Ave, Jamaica, NY 11432, United States","https://www.bioreference.com/patients/locations-patient-services/","+1 718-739-7809","https://www.google.com/maps/place/Patient+Service+Center/data=!4m7!3m6!1s0x89c260e0b3e6c8b3:0x173106ee33e59c90!8m2!3d40.7103139!4d-73.800644!16s%2Fg%2F1tc_9lqf!19sChIJs8jms-BgwokRkJzlM-4GMRc?authuser=0&hl=en&rclk=1"
"Worksite Labs","3.3","3","Medical laboratory","738 Jefferson Ave, Brooklyn, NY 11221, United States","https://worksitelabs.com/scheduling/","+1 833-747-1122","https://www.google.com/maps/place/Worksite+Labs/data=!4m7!3m6!1s0x89c25d22d3a742d1:0x3a77623391484d79!8m2!3d40.685589!4d-73.9277!16s%2Fg%2F11rr8058mt!19sChIJ0UKn0yJdwokReU1IkTNidzo?authuser=0&hl=en&rclk=1"
"Sunrise Medical Laboratory","1.3","29","Medical laboratory","136-30 Maple Ave #2c, Queens, NY 11355, United States","https://www.sunriselab.com/","+1 718-321-0284","https://www.google.com/maps/place/Sunrise+Medical+Laboratory/data=!4m7!3m6!1s0x89c2600d66cfea83:0x3c5b79ad12057520!8m2!3d40.755601!4d-73.827048!16s%2Fg%2F1tx47zkx!19sChIJg-rPZg1gwokRIHUFEq15Wzw?authuser=0&hl=en&rclk=1"
"Sheidl Medical Laboratory","","","Medical laboratory","4710 Greenpoint Ave, Sunnyside, NY 11104, United States","","+1 718-786-2314","https://www.google.com/maps/place/Sheidl+Medical+Laboratory/data=!4m7!3m6!1s0x89c25edece35caf9:0xd114563cec926cd!8m2!3d40.7423664!4d-73.9174588!16s%2Fg%2F1tctgjgt!19sChIJ-co1zt5ewokRzSbJzmNFEQ0?authuser=0&hl=en&rclk=1"
"Sunrise Medical Laboratory","3.4","33","Medical laboratory","143 15th St Suite 1B, Brooklyn, NY 11215, United States","https://www.sunriselab.com/","+1 718-369-0470","https://www.google.com/maps/place/Sunrise+Medical+Laboratory/data=!4m7!3m6!1s0x89c25ae5283f46e5:0xf37ca9f497cebb8c!8m2!3d40.6670566!4d-73.9920591!16s%2Fg%2F11c1dhqzzk!19sChIJ5UY_KOVawokRjLvOl_SpfPM?authuser=0&hl=en&rclk=1"
"Patient Service Center","1.8","23","Medical laboratory","53-14 Roosevelt Ave #206, Woodside, NY 11377, United States","https://www.bioreference.com/patients/locations-patient-services/","+1 347-642-9356","https://www.google.com/maps/place/Patient+Service+Center/data=!4m7!3m6!1s0x89c25ee018f77eab:0x4ccc9b7ed2d7bf76!8m2!3d40.744418!4d-73.911134!16s%2Fg%2F11b7j_ql1p!19sChIJq373GOBewokRdr_X0n6bzEw?authuser=0&hl=en&rclk=1"
"Shiel Medical Laboratory","5.0","1","Medical laboratory","2592 Steinway St, Astoria, NY 11103, United States","","+1 718-721-1932","https://www.google.com/maps/place/Shiel+Medical+Laboratory/data=!4m7!3m6!1s0x89c25f4013c4cebb:0x71ce38633b068653!8m2!3d40.765858!4d-73.9137329!16s%2Fg%2F1tggbx5n!19sChIJu87EE0BfwokRU4YGO2M4znE?authuser=0&hl=en&rclk=1"
"Shiel Medical Laboratory","","","Medical laboratory","3012 36th St, Astoria, NY 11103, United States","","+1 718-721-2490","https://www.google.com/maps/place/Shiel+Medical+Laboratory/data=!4m7!3m6!1s0x89c25f3f4e92ea8f:0x34df1eb2a7ba49f7!8m2!3d40.764775!4d-73.917893!16s%2Fg%2F1tx1v31n!19sChIJj-qSTj9fwokR90m6p7Ie3zQ?authuser=0&hl=en&rclk=1"
"Shiel Medical Laboratory","5.0","1","Medical laboratory","4338 44th St, Sunnyside, NY 11104, United States","","+1 718-752-9063","https://www.google.com/maps/place/Shiel+Medical+Laboratory/data=!4m7!3m6!1s0x89c25ed8e4a7083b:0x7192a77902ea9fce!8m2!3d40.744041!4d-73.920681!16s%2Fg%2F1tdg43wg!19sChIJOwin5NhewokRzp_qAnmnknE?authuser=0&hl=en&rclk=1"
"Labcorp","3.7","75","Medical laboratory","6916 Metropolitan Ave, Queens, NY 11379, United States","https://locations.labcorp.com/ny/middle-village/22879/","+1 718-416-1790","https://www.google.com/maps/place/Labcorp/data=!4m7!3m6!1s0x89c25e6329584247:0x170cdce72c62b795!8m2!3d40.7118585!4d-73.8859373!16s%2Fg%2F1264cc2n5!19sChIJR0JYKWNewokRlbdiLOfcDBc?authuser=0&hl=en&rclk=1"
"Sunrise Medical Laboratory","3.2","63","Medical laboratory","3210 Church Ave, Brooklyn, NY 11226, United States","https://www.sunriselab.com/","+1 718-284-0428","https://www.google.com/maps/place/Sunrise+Medical+Laboratory/data=!4m7!3m6!1s0x89c25b5d51bcd15b:0xf2dffd1f3db662b8!8m2!3d40.6508008!4d-73.9472755!16s%2Fg%2F11c4v44lng!19sChIJW9G8UV1bwokRuGK2PR_93_I?authuser=0&hl=en&rclk=1"
"Labcorp","2.7","85","Medical laboratory","7535 31st Ave Ste 200, Queens, NY 11370, United States","https://locations.labcorp.com/ny/east-elmhurst/35036/","+1 718-673-9300","https://www.google.com/maps/place/Labcorp/data=!4m7!3m6!1s0x89c25f342c1793eb:0x4d51b0ab896ed6a9!8m2!3d40.7596009!4d-73.8922456!16s%2Fg%2F11fm36kkdd!19sChIJ65MXLDRfwokRqdZuiauwUU0?authuser=0&hl=en&rclk=1"
"Patient Service Center","1.4","47","Medical laboratory","90-01A Roosevelt Ave 2nd floor, Jackson Heights, NY 11372, United States","https://www.bioreference.com/patients/locations-patient-services/","+1 718-803-1301","https://www.google.com/maps/place/Patient+Service+Center/data=!4m7!3m6!1s0x89c25fc654758fbb:0xb33b4f2ef3c53ae9!8m2!3d40.7486654!4d-73.8764162!16s%2Fg%2F11fx8zpysc!19sChIJu491VMZfwokR6TrF8y5PO7M?authuser=0&hl=en&rclk=1"
"Shield Medical Labs Inc","","","Medical laboratory","25 Willett St, New York, NY 10002, United States","","+1 212-673-4376","https://www.google.com/maps/place/Shield+Medical+Labs+Inc/data=!4m7!3m6!1s0x89c2597ff81b9957:0x328638af06c907d6!8m2!3d40.7161476!4d-73.9829384!16s%2Fg%2F1tdz5r45!19sChIJV5kb-H9ZwokR1gfJBq84hjI?authuser=0&hl=en&rclk=1"
"Fast Lab","4.7","541","Medical laboratory","1178 Broadway Suite 320, New York, NY 10001, United States","https://fastlabtech.com/","","https://www.google.com/maps/place/Fast+Lab/data=!4m7!3m6!1s0x89c2599ab2a8f985:0x400845a903e26866!8m2!3d40.7452688!4d-73.9883569!16s%2Fg%2F11qh389198!19sChIJhfmosppZwokRZmjiA6lFCEA?authuser=0&hl=en&rclk=1"
"Labcorp","3.0","55","Medical laboratory","425 W 59th St Ste 1A, New York, NY 10019, United States","https://locations.labcorp.com/ny/new-york/30812/","+1 917-261-4457","https://www.google.com/maps/place/Labcorp/data=!4m7!3m6!1s0x89c25858d5987ba9:0xb40213ead49c1105!8m2!3d40.7699356!4d-73.9859848!16s%2Fg%2F11d_8djd25!19sChIJqXuY1VhYwokRBRGc1OoTArQ?authuser=0&hl=en&rclk=1"
"Patient Service Center","2.8","67","Medical laboratory","40-46 74th Street, Queens, NY 11373, United States","https://www.bioreference.com/patients/locations-patient-services/","+1 718-898-6388","https://www.google.com/maps/place/Patient+Service+Center/data=!4m7!3m6!1s0x89c25f00e421c505:0x2a0c73bcfaf38c44!8m2!3d40.7454544!4d-73.8914283!16s%2Fg%2F11b7k4krty!19sChIJBcUh5ABfwokRRIzz-rxzDCo?authuser=0&hl=en&rclk=1"
"Sophora Diagnostic Labs","1.0","1","Medical laboratory","79-18 164th St, Jamaica, NY 11432, United States","","+1 718-969-2884","https://www.google.com/maps/place/Sophora+Diagnostic+Labs/data=!4m7!3m6!1s0x89c260fac3d6abad:0x9a4187c78a4616d3!8m2!3d40.7208539!4d-73.8046632!16s%2Fg%2F1tj2cxyw!19sChIJravWw_pgwokR0xZGiseHQZo?authuser=0&hl=en&rclk=1"
"New York Presbyterian Clinical Laboratories","5.0","2","Medical laboratory","31-19 Newtown Ave suite 900, Queens, NY 11102, United States","","","https://www.google.com/maps/place/New+York+Presbyterian+Clinical+Laboratories/data=!4m7!3m6!1s0x89c25f43f7ba279b:0xec1501e400c444aa!8m2!3d40.7671967!4d-73.9202294!16s%2Fg%2F11tf1x2mgr!19sChIJmye690NfwokRqkTEAOQBFew?authuser=0&hl=en&rclk=1"
"Synergy Medical Labs","3.6","14","Medical laboratory","440 60th St #101, West New York, NJ 07093, United States","","+1 201-868-6984","https://www.google.com/maps/place/Synergy+Medical+Labs/data=!4m7!3m6!1s0x89c2581032161f9f:0x17401d42129267cc!8m2!3d40.7887553!4d-74.0156038!16s%2Fg%2F1tff_dt9!19sChIJnx8WMhBYwokRzGeSEkIdQBc?authuser=0&hl=en&rclk=1"
"Shiel Medical Laboratory","2.0","2","Medical laboratory","2747 Crescent St, Astoria, NY 11102, United States","","+1 718-204-7301","https://www.google.com/maps/place/Shiel+Medical+Laboratory/data=!4m7!3m6!1s0x89c25f461ed3b4c3:0xf337c047e5616282!8m2!3d40.7691515!4d-73.9244003!16s%2Fg%2F1tdc1klg!19sChIJw7TTHkZfwokRgmJh5UfAN_M?authuser=0&hl=en&rclk=1"
"SMA Medical Laboratories","","","Medical laboratory","110 E 59th St, New York, NY 10022, United States","","+1 212-754-3041","https://www.google.com/maps/place/SMA+Medical+Laboratories/data=!4m7!3m6!1s0x89c258e566a85c31:0x4f3199ab3841efac!8m2!3d40.7623565!4d-73.9693612!16s%2Fg%2F1tdb9rm2!19sChIJMVyoZuVYwokRrO9BOKuZMU8?authuser=0&hl=en&rclk=1"
"Shiel Medical Laboratory","","","Medical laboratory","1335 Linden Blvd, Brooklyn, NY 11212, United States","","+1 718-342-0198","https://www.google.com/maps/place/Shiel+Medical+Laboratory/data=!4m7!3m6!1s0x89c25ced1318ad71:0xcd5b39aaceb4d5e8!8m2!3d40.6545654!4d-73.9104811!16s%2Fg%2F1wn_709r!19sChIJca0YE-1cwokR6NW0zqo5W80?authuser=0&hl=en&rclk=1"
"Labcorp","4.0","32","Medical laboratory","5 E 98th St, New York, NY 10029, United States","https://locations.labcorp.com/ny/new-york/30816/","+1 212-289-4358","https://www.google.com/maps/place/Labcorp/data=!4m7!3m6!1s0x89c258a0cbb2fee3:0x9abebe5928c3d2fa!8m2!3d40.7890717!4d-73.9538601!16s%2Fg%2F11df2rt594!19sChIJ4_6yy6BYwokR-tLDKFm-vpo?authuser=0&hl=en&rclk=1"
"Lenco Diagnostic Laboratory Patient Service Center","5.0","5","Medical laboratory","5423 7th Ave, Brooklyn, NY 11220, United States","http://www.lencolab.com/","+1 718-232-1515","https://www.google.com/maps/place/Lenco+Diagnostic+Laboratory+Patient+Service+Center/data=!4m7!3m6!1s0x89c2454acee37957:0x4a403445b0da4838!8m2!3d40.639582!4d-74.008473!16s%2Fg%2F11f261vrdp!19sChIJV3njzkpFwokROEjasEU0QEo?authuser=0&hl=en&rclk=1"
"AllPRO HEALTH LABS","5.0","4","Medical laboratory","","http://www.allprolab.com/","+1 516-828-1808","https://www.google.com/maps/place/AllPRO+HEALTH+LABS/data=!4m7!3m6!1s0x46126732fca5694f:0x6f488960127199d2!8m2!3d40.7394015!4d-73.7399525!16s%2Fg%2F11ptz4xk3q!19sChIJT2ml_DJnEkYR0plxEmCJSG8?authuser=0&hl=en&rclk=1"
"Shiel Medical Laboratories Inc","","","Medical laboratory","8212 151st Ave, Howard Beach, NY 11414, United States","","+1 718-322-2682","https://www.google.com/maps/place/Shiel+Medical+Laboratories+Inc/data=!4m7!3m6!1s0x89c25d8ff476082d:0x6010912c23f4b252!8m2!3d40.6672991!4d-73.8517594!16s%2Fg%2F1vhq4mnv!19sChIJLQh29I9dwokRUrL0IyyREGA?authuser=0&hl=en&rclk=1"
"Professional Clinical Labs","","","Medical laboratory","205 E 76th St, New York, NY 10021, United States","","+1 212-249-4605","https://www.google.com/maps/place/Professional+Clinical+Labs/data=!4m7!3m6!1s0x89c258bfec68dcd1:0xff1a89458388f1f8!8m2!3d40.7723116!4d-73.9581666!16s%2Fg%2F126192wbn!19sChIJ0dxo7L9YwokR-PGIg0WJGv8?authuser=0&hl=en&rclk=1"
"Empire City Labs Brooklyn Heights","3.2","13","Medical laboratory","395 Pearl St, Brooklyn, NY 11201, United States","http://empirecitylabs.com/","+1 718-260-9060","https://www.google.com/maps/place/Empire+City+Labs+Brooklyn+Heights/data=!4m7!3m6!1s0x89c25b8798888d6f:0x8e37ec90c8e992c!8m2!3d40.6920493!4d-73.988068!16s%2Fg%2F11r27sysv8!19sChIJb42ImIdbwokRLJmODMl-4wg?authuser=0&hl=en&rclk=1"
"Shield Medical Lab Inc","","","Medical laboratory","4331 45th St, Sunnyside, NY 11104, United States","","+1 718-937-3115","https://www.google.com/maps/place/Shield+Medical+Lab+Inc/data=!4m7!3m6!1s0x89c25ed8db13f16f:0x5c595d36b507f713!8m2!3d40.7440617!4d-73.919205!16s%2Fg%2F1thx4zvx!19sChIJb_ET29hewokRE_cHtTZdWVw?authuser=0&hl=en&rclk=1"
"Labcorp","2.6","56","Medical laboratory","Apt, 203 9th St, Brooklyn, NY 11215, United States","https://locations.labcorp.com/ny/brooklyn/37371/","+1 347-991-7199","https://www.google.com/maps/place/Labcorp/data=!4m7!3m6!1s0x89c25b974d28777d:0xf8dbc6309f8d551e!8m2!3d40.6713196!4d-73.9900274!16s%2Fg%2F11ry9cjzt0!19sChIJfXcoTZdbwokRHlWNnzDG2_g?authuser=0&hl=en&rclk=1"
"Shiel Medical Laboratory","","","Medical laboratory","6852 Fresh Pond Rd, Ridgewood, NY 11385, United States","","+1 718-366-5373","https://www.google.com/maps/place/Shiel+Medical+Laboratory/data=!4m7!3m6!1s0x89c25e820c2d186d:0x1b418ad980e1ec8!8m2!3d40.7021687!4d-73.8952659!16s%2Fg%2F1tf7hlfm!19sChIJbRgtDIJewokRyB4OmK0YtAE?authuser=0&hl=en&rclk=1"
"Queens, NY COVID-19 Testing - Ridgewood Diagnostic Lab","2.5","30","Medical laboratory","127-30 101st Ave, South Richmond Hill, NY 11419, United States","","+1 973-346-9128","https://www.google.com/maps/place/Queens,+NY+COVID-19+Testing+-+Ridgewood+Diagnostic+Lab/data=!4m7!3m6!1s0x89c2673553452e8d:0xc75e99189468ec42!8m2!3d40.691968!4d-73.817965!16s%2Fg%2F11p4d21v16!19sChIJjS5FUzVnwokRQuxolBiZXsc?authuser=0&hl=en&rclk=1"
"Shiel Medical Laboratory","","","Medical laboratory","5601 Flatlands Ave, Brooklyn, NY 11234, United States","","+1 718-209-0758","https://www.google.com/maps/place/Shiel+Medical+Laboratory/data=!4m7!3m6!1s0x89c25cb2f80f917b:0xfdec20b82a22fc30!8m2!3d40.630184!4d-73.921971!16s%2Fg%2F1td61nc0!19sChIJe5EP-LJcwokRMPwiKrgg7P0?authuser=0&hl=en&rclk=1"
"VeniStat Mobile Labs","4.6","52","Medical laboratory","353 W 48th St Suite 450, New York, NY 10036, United States","http://www.venistatmobilelabs.com/","+1 929-529-7799","https://www.google.com/maps/place/VeniStat+Mobile+Labs/data=!4m7!3m6!1s0x89c2590ab01a2db5:0xe6a8361073f5b446!8m2!3d40.762069!4d-73.9888373!16s%2Fg%2F11lkzqxqf1!19sChIJtS0asApZwokRRrT1cxA2qOY?authuser=0&hl=en&rclk=1"
