Name,Rating,Reviews,Category,Address,Website,Phone,Url
"Long Island and Westchester Refrigeration","4.9","149","Refrigerator repair service","","http://www.longislandrefrigeration.com/","+1 888-418-5666","https://www.google.com/maps/place/Long+Island+and+Westchester+Refrigeration/data=!4m7!3m6!1s0x89e8479f81e52de9:0xa596a72b546aa357!8m2!3d40.9435225!4d-72.8803876!16s%2Fg%2F11frnmxlfb!19sChIJ6S3lgZ9H6IkRV6NqVCunlqU?authuser=0&hl=en&rclk=1"
"Steve's Appliance Repair","5.0","25","Appliance repair service","","","+1 516-431-0951","https://www.google.com/maps/place/Steve%27s+Appliance+Repair/data=!4m7!3m6!1s0xc949ede6f243c7b:0xbca5ca901515c8af!8m2!3d40.754757!4d-73.692411!16s%2Fg%2F11q4g5b679!19sChIJezwkb96elAwRr8gVFZDKpbw?authuser=0&hl=en&rclk=1"
"Mr. Handyman of Nassau County","4.6","125","Handyman/Handywoman/Handyperson","1 Fairchild Ct Suite 360, Plainview, NY 11803, United States","https://www.mrhandyman.com/nassau-county/?cid=LSTL_MHM000197&utm_source=gmb&utm_campaign=local&utm_medium=organic","+1 516-726-1431","https://www.google.com/maps/place/Mr.+Handyman+of+Nassau+County/data=!4m7!3m6!1s0x89e82a0141bf29a7:0xe14182c434a8d249!8m2!3d40.7943124!4d-73.4606641!16s%2Fg%2F1tj6vv_6!19sChIJpym_QQEq6IkRSdKoNMSCQeE?authuser=0&hl=en&rclk=1"
"Stark Appliance Repair","4.5","50","Appliance repair service","2259 Wynne Ln, Bellmore, NY 11710, United States","https://www.starkappliancerepair.com/","+1 516-234-5374","https://www.google.com/maps/place/Stark+Appliance+Repair/data=!4m7!3m6!1s0x89c27fcbec7922fb:0xe1d39efe51a6c6cd!8m2!3d40.6501174!4d-73.5299852!16s%2Fg%2F11rd2kffs4!19sChIJ-yJ57Mt_wokRzcamUf6e0-E?authuser=0&hl=en&rclk=1"
"US Chimney Repair Installation & Maintenance","4.9","100","Chimney services","","http://uschimney.com/","+1 516-605-1074","https://www.google.com/maps/place/US+Chimney+Repair+Installation+%26+Maintenance/data=!4m7!3m6!1s0x89c27e1bdbb3c7bd:0x5932604fd9875cbf!8m2!3d40.9000905!4d-72.9170605!16s%2Fg%2F1tjtk5wj!19sChIJvcez2xt-wokRv1yH2U9gMlk?authuser=0&hl=en&rclk=1"
"All Boro Refrigeration Service","4.1","67","Refrigerator repair service","1127 128th St, Flushing, NY 11356, United States","https://www.nyrefrigeratorrepair.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing","+1 718-445-7260","https://www.google.com/maps/place/All+Boro+Refrigeration+Service/data=!4m7!3m6!1s0x89c28ab31babe0fb:0xcab0c13cb0508bd!8m2!3d40.7869734!4d-73.8399025!16s%2Fg%2F1v2f1frc!19sChIJ--CrG7OKwokRvQgFyxMMqww?authuser=0&hl=en&rclk=1"
"HomeServe of Long Island","4.6","966","HVAC contractor","500 Bi County Blvd Suite 401, Farmingdale, NY 11735, United States","https://www.homeserve.com/","+1 800-691-7002","https://www.google.com/maps/place/HomeServe+of+Long+Island/data=!4m7!3m6!1s0x89e82adc8461e4a3:0x532c9b7926d41311!8m2!3d40.7294885!4d-73.4275054!16s%2Fg%2F11gd1_7fl9!19sChIJo-RhhNwq6IkRERPUJnmbLFM?authuser=0&hl=en&rclk=1"
"Long Island Air Conditioning & Appliances","4.8","21","Air conditioning contractor","2115 Hillside Ave., New Hyde Park, NY 11040, United States","http://longisland-air.com/","+1 516-240-1600","https://www.google.com/maps/place/Long+Island+Air+Conditioning+%26+Appliances/data=!4m7!3m6!1s0x89c289f316b9ce31:0xf25ed97f15b7b41!8m2!3d40.7517257!4d-73.672648!16s%2Fg%2F11jz16q9g7!19sChIJMc65FvOJwokRQXtb8ZftJQ8?authuser=0&hl=en&rclk=1"
"Long Island Appliance Repair","5.0","15","Appliance repair service","","","+1 516-234-1336","https://www.google.com/maps/place/Long+Island+Appliance+Repair/data=!4m7!3m6!1s0x89c279f8dd1507e1:0xb52893a9f7722f0c!8m2!3d40.754757!4d-73.601734!16s%2Fg%2F11qndtwgdc!19sChIJ4QcV3fh5wokRDC9y96mTKLU?authuser=0&hl=en&rclk=1"
"Sterling Service Group","4.7","89","Appliance repair service","40 Melville Park Rd Suite 1, Melville, NY 11747, United States","https://www.sterlingservicegroup.com/","+1 516-990-2917","https://www.google.com/maps/place/Sterling+Service+Group/data=!4m7!3m6!1s0x89c28050b1ca3463:0x26f1bfb84e6a6eb7!8m2!3d40.7757973!4d-73.4130817!16s%2Fg%2F11bbt93k_p!19sChIJYzTKsVCAwokRt25qTri_8SY?authuser=0&hl=en&rclk=1"
"US Chimney Repair Installation & Maintenance","4.9","100","Chimney services","","http://uschimney.com/","+1 516-605-1074","https://www.google.com/maps/place/US+Chimney+Repair+Installation+%26+Maintenance/data=!4m7!3m6!1s0x89c27e1bdbb3c7bd:0x5932604fd9875cbf!8m2!3d40.9000905!4d-72.9170605!16s%2Fg%2F1tjtk5wj!19sChIJvcez2xt-wokRv1yH2U9gMlk?authuser=0&hl=en&rclk=1"
"North Shore Appliance","4.6","18","Appliance repair service","","https://northshoresappliancerepair.com/","+1 516-248-5900","https://www.google.com/maps/place/North+Shore+Appliance/data=!4m7!3m6!1s0x89c281293bc3ae09:0x437f00749f8b21f9!8m2!3d40.7644269!4d-73.5252394!16s%2Fg%2F11fs_zmc3b!19sChIJCa7DOymBwokR-SGLn3QAf0M?authuser=0&hl=en&rclk=1"
"Proactive Home Services","4.8","248","HVAC contractor","","https://www.proactivehomeservices.net/?utm_source=GMB&utm_medium=organic&utm_campaign=oceanside","+1 516-593-9092","https://www.google.com/maps/place/Proactive+Home+Services/data=!4m7!3m6!1s0x89c27b5c631e6567:0x79f59f3567a24d4d!8m2!3d40.754757!4d-73.601734!16s%2Fg%2F12jm40qq6!19sChIJZ2UeY1x7wokRTU2iZzWf9Xk?authuser=0&hl=en&rclk=1"
"Mr. Handyman of Nassau County","4.6","125","Handyman/Handywoman/Handyperson","1 Fairchild Ct Suite 360, Plainview, NY 11803, United States","https://www.mrhandyman.com/nassau-county/?cid=LSTL_MHM000197&utm_source=gmb&utm_campaign=local&utm_medium=organic","+1 516-726-1431","https://www.google.com/maps/place/Mr.+Handyman+of+Nassau+County/data=!4m7!3m6!1s0x89e82a0141bf29a7:0xe14182c434a8d249!8m2!3d40.7943124!4d-73.4606641!16s%2Fg%2F1tj6vv_6!19sChIJpym_QQEq6IkRSdKoNMSCQeE?authuser=0&hl=en&rclk=1"
"JIC Appliance Care LLC","5.0","106","Appliance repair service","1347 Lincoln Ave, Holbrook, NY 11741, United States","http://jicappliances.com/","+1 631-204-8111","https://www.google.com/maps/place/JIC+Appliance+Care+LLC/data=!4m7!3m6!1s0x4cf323e30137bca5:0x21548c1974c63a79!8m2!3d40.7838236!4d-73.0833813!16s%2Fg%2F11tk1k3by1!19sChIJpbw3AeMj80wReTrGdBmMVCE?authuser=0&hl=en&rclk=1"
"Commercial Refrigeration Repair Pros","3.7","12","Refrigerator repair service","445 Broadhollow Rd #25, Melville, NY 11747, United States","http://commercialrefrigerationrepairlongisland.com/","+1 631-496-2399","https://www.google.com/maps/place/Commercial+Refrigeration+Repair+Pros/data=!4m7!3m6!1s0x89e82a34e6a16431:0x85871502abb6f7da!8m2!3d40.7751942!4d-73.4198417!16s%2Fg%2F11c0xdqqyb!19sChIJMWSh5jQq6IkR2ve2qwIVh4U?authuser=0&hl=en&rclk=1"
"Eddies Appliance Repair","4.9","210","Appliance repair service","1785 Express Dr S N, Hauppauge, NY 11788, United States","https://eddieshomeappliancerepairs.com/","+1 631-431-0849","https://www.google.com/maps/place/Eddies+Appliance+Repair/data=!4m7!3m6!1s0x89e831cfe4bbcc5b:0x7580c0d83a30c89!8m2!3d40.8067971!4d-73.2306017!16s%2Fg%2F11h24wrhyh!19sChIJW8y75M8x6IkRiQyjgw0MWAc?authuser=0&hl=en&rclk=1"
"NY Boiler & Air Conditioning Repair","4.6","505","Air conditioning contractor","997 Merrick Rd, Baldwin, NY 11510, United States","https://www.newyorkboilerrepair.com/?utm_source=gmb&utm_medium=organic","+1 516-377-5200","https://www.google.com/maps/place/NY+Boiler+%26+Air+Conditioning+Repair/data=!4m7!3m6!1s0x89c259a66b4e947d:0x76c84cd894999430!8m2!3d40.6514072!4d-73.6053952!16s%2Fg%2F12hm_gnln!19sChIJfZROa6ZZwokRMJSZlNhMyHY?authuser=0&hl=en&rclk=1"
"Top HVAC Long Island","4.9","28","HVAC contractor","","https://tophvaclongisland.com/","+1 516-246-2888","https://www.google.com/maps/place/Top+HVAC+Long+Island/data=!4m4!3m3!1s0x89c287f340e5e1ef:0xcece60a5ac07392a!16s%2Fg%2F1q67pwyqh!19sChIJ7-HlQPOHwokRKjkHrKVgzs4?authuser=0&hl=en&rclk=1"
"Capital Appliance Repair Service Inc.","4.3","12","Appliance repair service","","http://www.capitalappliancerepairservice.com/","+1 516-521-5755","https://www.google.com/maps/place/Capital+Appliance+Repair+Service+Inc./data=!4m7!3m6!1s0x89c280f84555d619:0x60554f43d950ee2!8m2!3d40.754757!4d-73.601734!16s%2Fg%2F1ptzwq_h7!19sChIJGdZVRfiAwokR4g6VPfRUBQY?authuser=0&hl=en&rclk=1"
"Mr. Appliance of Nassau County","4.8","10","Appliance repair service","","https://www.mrappliance.com/upper-nassau-county/?cid=LSTL_MRA-US000194&utm_source=gmb&utm_campaign=local&utm_medium=organic","+1 718-989-5531","https://www.google.com/maps/place/Mr.+Appliance+of+Nassau+County/data=!4m7!3m6!1s0x89c28b5b227b41ab:0xd28177878ae2afd0!8m2!3d40.7587265!4d-73.5755102!16s%2Fg%2F11jxsv8x3l!19sChIJq0F7IluLwokR0K_iiod3gdI?authuser=0&hl=en&rclk=1"
"Tech24","3.7","19","Appliance repair service","110 Mahan St, West Babylon, NY 11704, United States","https://www.mytech24.com/","+1 631-920-6180","https://www.google.com/maps/place/Tech24/data=!4m7!3m6!1s0x89e82b7b9fed75b7:0xd5bf2ddce03988a4!8m2!3d40.7391301!4d-73.3779179!16s%2Fg%2F1v0lltp2!19sChIJt3Xtn3sr6IkRpIg54Nwtv9U?authuser=0&hl=en&rclk=1"
"Value Service & Repair Corporation","3.2","9","Appliance repair service","86 Broadway, Freeport, NY 11520, United States","","+1 516-735-2020","https://www.google.com/maps/place/Value+Service+%26+Repair+Corporation/data=!4m7!3m6!1s0x89c27bf97075708b:0x80c26db1dd93800e!8m2!3d40.6590703!4d-73.5806699!16s%2Fg%2F1260s4wmw!19sChIJi3B1cPl7wokRDoCT3bFtwoA?authuser=0&hl=en&rclk=1"
"All Island HVAC Repair Inc.","5.0","56","HVAC contractor","","https://allislandhvacrepair.com/","+1 631-992-2619","https://www.google.com/maps/place/All+Island+HVAC+Repair+Inc./data=!4m7!3m6!1s0x89e82f7e66aeae5f:0x27a8e7547b47328!8m2!3d40.8144484!4d-73.309111!16s%2Fg%2F11ft_6b8yh!19sChIJX66uZn4v6IkRKHO0R3WOegI?authuser=0&hl=en&rclk=1"
"Island Appliance Repair","4.3","37","Appliance repair service","2289 Motor Pkwy, Ronkonkoma, NY 11779, United States","","+1 631-588-4217","https://www.google.com/maps/place/Island+Appliance+Repair/data=!4m7!3m6!1s0x89e8376fb491494b:0xdb4e2fb92963ac0e!8m2!3d40.8180467!4d-73.1485182!16s%2Fg%2F1tf36_85!19sChIJS0mRtG836IkRDqxjKbkvTts?authuser=0&hl=en&rclk=1"
"Ace Home Cleaning Service","4.3","27","Commercial cleaning service","","https://www.cleaningwithace.com/","+1 516-201-2998","https://www.google.com/maps/place/Ace+Home+Cleaning+Service/data=!4m7!3m6!1s0x89e9d2a991630f21:0x8e02e6de15c716c4!8m2!3d40.712303!4d-73.295805!16s%2Fg%2F11bt_hfksh!19sChIJIQ9jkanS6YkRxBbHFd7mAo4?authuser=0&hl=en&rclk=1"
"Sears Appliance Repair","4.6","30","Appliance repair service","1111 Franklin Ave, Garden City, NY 11530, United States","https://www.searshomeservices.com/locations/appliance-repair/ny-garden-city/1111-franklin-ave?utm_source=GMBlisting&utm_medium=organic&utm_campaign=GMBinhomerepair","+1 516-874-6309","https://www.google.com/maps/place/Sears+Appliance+Repair/data=!4m7!3m6!1s0x89c27d2e61674dd5:0x7777c33295e4a00d!8m2!3d40.7321562!4d-73.6350262!16s%2Fg%2F11vf8t9l0l!19sChIJ1U1nYS59wokRDaDklTLDd3c?authuser=0&hl=en&rclk=1"
"Freeport Appliance Repair Resources","4.8","16","Appliance repair service","16 Niagara Ave, Freeport, NY 11520, United States","https://www.freeportappliancerepairresources.com/","+1 516-588-7450","https://www.google.com/maps/place/Freeport+Appliance+Repair+Resources/data=!4m7!3m6!1s0x89c27d618ad69cb9:0x49e03c19298c67c5!8m2!3d40.6513793!4d-73.5676496!16s%2Fg%2F11j7jhfdwl!19sChIJuZzWimF9wokRxWeMKRk84Ek?authuser=0&hl=en&rclk=1"
"Sears Appliance Repair","4.2","22","Appliance repair service","195 N Broadway, Hicksville, NY 11801, United States","https://www.searshomeservices.com/locations/appliance-repair/ny-hicksville/195-n-broadway?utm_source=GMBlisting&utm_medium=organic&utm_campaign=GMBinhomerepair","+1 516-272-4466","https://www.google.com/maps/place/Sears+Appliance+Repair/data=!4m7!3m6!1s0x89c281dc88509a05:0x21e964e8492b2a54!8m2!3d40.7726557!4d-73.5269488!16s%2Fg%2F11l34bg93p!19sChIJBZpQiNyBwokRVCorSehk6SE?authuser=0&hl=en&rclk=1"
"Harp Home Services","2.6","29","Appliance repair service","2451 Lefferts Pl, Bellmore, NY 11710, United States","","+1 631-777-1911","https://www.google.com/maps/place/Harp+Home+Services/data=!4m7!3m6!1s0x89e82b6bade652e3:0x4340928c6bbc8e18!8m2!3d40.6613992!4d-73.5340331!16s%2Fg%2F1tgx31g0!19sChIJ41LmrWsr6IkRGI68a4ySQEM?authuser=0&hl=en&rclk=1"
"A1 Commercial Refrigeration Repair NYC","5.0","8","Commercial refrigeration","60-42 80th Ave, Glendale, NY 11385, United States","https://refrigerationkingsofnyc.com/commercial-refrigeration-repair-queens-ny/","+1 347-418-0884","https://www.google.com/maps/place/A1+Commercial+Refrigeration+Repair+NYC/data=!4m7!3m6!1s0x89c25c2dcfdaa8ef:0xf5689e407736bb76!8m2!3d40.694985!4d-73.894051!16s%2Fg%2F11gdt9xbwv!19sChIJ76jazy1cwokRdrs2d0CeaPU?authuser=0&hl=en&rclk=1"
"Cool Clean Services","5.0","463","Air conditioning contractor","97 Gilmore Blvd, Floral Park, NY 11001, United States","http://www.coolcleanac.com/","+1 516-775-2467","https://www.google.com/maps/place/Cool+Clean+Services/data=!4m7!3m6!1s0x89c2634e23d7cb69:0x2471b6760fee401a!8m2!3d40.7156815!4d-73.6862389!16s%2Fg%2F11jx3qhp93!19sChIJacvXI05jwokRGkDuD3a2cSQ?authuser=0&hl=en&rclk=1"
"KitchenAid Appliance Professionals","4.8","18","Appliance repair service","2001 Marcus Ave, New Hyde Park, NY 11042, United States","https://kitchenaid-appliance-repair-professionals.com/locations/New-Hyde-Park","+1 917-935-4352","https://www.google.com/maps/place/KitchenAid+Appliance+Professionals/data=!4m7!3m6!1s0x89c289b53c3a5311:0x5e7479e4b2481530!8m2!3d40.7555133!4d-73.6898575!16s%2Fg%2F11p0h4hs6z!19sChIJEVM6PLWJwokRMBVIsuR5dF4?authuser=0&hl=en&rclk=1"
"Groner Service Heating and Cooling","4.6","89","HVAC contractor","54 Brooklyn Ave, Westbury, NY 11590, United States","https://gronerservice.com/","+1 516-935-8484","https://www.google.com/maps/place/Groner+Service+Heating+and+Cooling/data=!4m7!3m6!1s0x89c280fe47005129:0x6918b22a8f4b5c0a!8m2!3d40.7562383!4d-73.5591967!16s%2Fg%2F1v26n0pc!19sChIJKVEAR_6AwokRClxLjyqyGGk?authuser=0&hl=en&rclk=1"
"Electric & Beyond","4.8","42","Electrician","","http://www.4beyond.com/","+1 718-423-9663","https://www.google.com/maps/place/Electric+%26+Beyond/data=!4m7!3m6!1s0x89c265e9bdfd260b:0x17d4b0c73824ed4!8m2!3d40.8130699!4d-73.7538929!16s%2Fg%2F1hc764z36!19sChIJCyb9vellwokR1E6CcwxLfQE?authuser=0&hl=en&rclk=1"
"HVAC WORX HEATING & AIR CONDITIONING REPAIR","5.0","40","HVAC contractor","","https://www.hvac-worx.com/","+1 631-659-5901","https://www.google.com/maps/place/HVAC+WORX+HEATING+%26+AIR+CONDITIONING+REPAIR/data=!4m7!3m6!1s0x89e9d58cea1f4173:0x515ff00c34271a6a!8m2!3d40.9219696!4d-73.0182904!16s%2Fg%2F11pqwmk5dj!19sChIJc0Ef6ozV6YkRahonNAzwX1E?authuser=0&hl=en&rclk=1"
"Excellence Home Services, LLC","4.9","13","Janitorial service","","https://excellencehomeservices.com/","+1 516-418-7984","https://www.google.com/maps/place/Excellence+Home+Services,+LLC/data=!4m7!3m6!1s0x89c27d2e6ec13183:0x22f3e1dcf839223f!8m2!3d40.7012796!4d-73.5833214!16s%2Fg%2F11ghrbyjlr!19sChIJgzHBbi59wokRPyI5-Nzh8yI?authuser=0&hl=en&rclk=1"
"Long Island Fixer Upper","5.0","34","General contractor","","https://longislandfixerupper.com/","+1 631-553-5134","https://www.google.com/maps/place/Long+Island+Fixer+Upper/data=!4m7!3m6!1s0x89e9d3e09d8c8437:0xc5cf1c3c13039c85!8m2!3d40.6626975!4d-73.3453774!16s%2Fg%2F11k6bq7f6b!19sChIJN4SMneDT6YkRhZwDEzwcz8U?authuser=0&hl=en&rclk=1"
"Cinderella Dreams LLC - Commercial and Residential Cleaning","5.0","29","House cleaning service","","http://cinderellacleans.com/","+1 516-534-7251","https://www.google.com/maps/place/Cinderella+Dreams+LLC+-+Commercial+and+Residential+Cleaning/data=!4m7!3m6!1s0x23d6efa975bcaef:0x860fcf8cc56cebe1!8m2!3d40.7394015!4d-73.7326934!16s%2Fg%2F11rsh59_ny!19sChIJ78pbl_puPQIR4etsxYzPD4Y?authuser=0&hl=en&rclk=1"
"Tragar Home Services","4.9","2,522","HVAC contractor","3 Washington Pkwy, Hicksville, NY 11801, United States","https://tragar.com/","+1 516-219-9587","https://www.google.com/maps/place/Tragar+Home+Services/data=!4m7!3m6!1s0x89c27faa897fa053:0x348372e76749604b!8m2!3d40.7526044!4d-73.5039858!16s%2Fg%2F1tlbq1yp!19sChIJU6B_iap_wokRS2BJZ-dygzQ?authuser=0&hl=en&rclk=1"
"Gold Star Plumbing, Heating, & Cooling","4.7","594","Plumber","200 Engineers Dr, Hicksville, NY 11801, United States","https://goldstar-plumbing.com/","+1 516-402-3729","https://www.google.com/maps/place/Gold+Star+Plumbing,+Heating,+%26+Cooling/data=!4m7!3m6!1s0x89c280cf65f4283d:0x6fee41aeba85c67e!8m2!3d40.7449902!4d-73.5024612!16s%2Fg%2F1tf_jbbr!19sChIJPSj0Zc-AwokRfsaFuq5B7m8?authuser=0&hl=en&rclk=1"
"P.C. Richard & Son Service Center","3.5","171","Appliance repair service","200 Price Pkwy, Farmingdale, NY 11735, United States","https://www.pcrichard.com/?utm_source=Google-My-Business&utm_medium=organic&utm_campaign=Google-My-Business","+1 800-696-2000","https://www.google.com/maps/place/P.C.+Richard+%26+Son+Service+Center/data=!4m7!3m6!1s0x89e82ae8b01fbb01:0xfc029af4492c757c!8m2!3d40.7388192!4d-73.4306416!16s%2Fg%2F11f__715yz!19sChIJAbsfsOgq6IkRfHUsSfSaAvw?authuser=0&hl=en&rclk=1"
"Pete's Appliance Service","4.5","24","Appliance repair service","18 Crocus Ct, West Babylon, NY 11704, United States","http://petesapplianceservice.com/","+1 516-221-1454","https://www.google.com/maps/place/Pete%27s+Appliance+Service/data=!4m7!3m6!1s0x89e9d339cb9f6919:0xa1929156b2ea1018!8m2!3d40.6912663!4d-73.344135!16s%2Fg%2F1vl9sjjx!19sChIJGWmfyznT6YkRGBDqslaRkqE?authuser=0&hl=en&rclk=1"
"Pipe Doctor Home Services, Inc.","4.7","416","Plumber","80 E Hawthorne Ave, Valley Stream, NY 11580, United States","https://www.pipedoc.net/","+1 516-348-6300","https://www.google.com/maps/place/Pipe+Doctor+Home+Services,+Inc./data=!4m7!3m6!1s0x89c264897c59aac9:0xa2d9a7f3a3152b1f!8m2!3d40.6599294!4d-73.6968005!16s%2Fg%2F1pp2tg_yv!19sChIJyapZfIlkwokRHysVo_On2aI?authuser=0&hl=en&rclk=1"
"J&C Plumbing Service Corp","4.9","65","Plumber","","https://jcplumbingservice.com/","+1 516-900-0161","https://www.google.com/maps/place/J%26C+Plumbing+Service+Corp/data=!4m7!3m6!1s0x89c28715d3030b29:0xec534754d8fcdc9c!8m2!3d40.738673!4d-73.592247!16s%2Fg%2F11lkx69xkv!19sChIJKQsD0xWHwokRnNz82FRHU-w?authuser=0&hl=en&rclk=1"
"Sears Appliance Repair","3.8","206","Appliance repair service","800 Sunrise Mall, Massapequa, NY 11758, United States","https://www.searshomeservices.com/locations/appliance-repair/ny-massapequa/800-sunrise-mall?utm_source=GMBlisting&utm_medium=organic&utm_campaign=GMBinhomerepair","+1 516-272-4486","https://www.google.com/maps/place/Sears+Appliance+Repair/data=!4m7!3m6!1s0x89e9d4ae2437b585:0xa838f27fe1549a3e!8m2!3d40.6848148!4d-73.4339102!16s%2Fg%2F1wc328lp!19sChIJhbU3JK7U6YkRPppU4X_yOKg?authuser=0&hl=en&rclk=1"
"Albano contracting","5.0","33","Plumber","343 Chambers Ave, East Meadow, NY 11554, United States","","+1 516-369-0732","https://www.google.com/maps/place/Albano+contracting/data=!4m7!3m6!1s0x89c27dde9b61f07d:0xeb179aa2d61774bc!8m2!3d40.711456!4d-73.5649174!16s%2Fg%2F1hc3sxk73!19sChIJffBhm959wokRvHQX1qKaF-s?authuser=0&hl=en&rclk=1"
"Mac Heating & Air Conditioning: Long Island's trusted heating and cooling experts for over 25 years.","4.5","27","Air conditioning contractor","","https://macheatinglongisland.com/","+1 516-735-0055","https://www.google.com/maps/place/Mac+Heating+%26+Air+Conditioning:+Long+Island%27s+trusted+heating+and+cooling+experts+for+over+25+years./data=!4m7!3m6!1s0x89c2807bd234dd53:0x6d9c41a1a23bc25b!8m2!3d40.958642!4d-72.9762255!16s%2Fg%2F1tf9trkl!19sChIJU9000nuAwokRW8I7oqFBnG0?authuser=0&hl=en&rclk=1"
"Raymond Home Improvement - Plumbing Repair in Queens NY, Pipeline Plumbing, Water Pipe Leak Repair","4.3","22","Plumber","","","+1 917-908-8256","https://www.google.com/maps/place/Raymond+Home+Improvement+-+Plumbing+Repair+in+Queens+NY,+Pipeline+Plumbing,+Water+Pipe+Leak+Repair/data=!4m7!3m6!1s0x89c2677f2702ee67:0x9af4b17bb6cd58fc!8m2!3d40.651018!4d-73.871192!16s%2Fg%2F11fr3c7ky0!19sChIJZ-4CJ39nwokR_FjNtnux9Jo?authuser=0&hl=en&rclk=1"
"Kitchen Repair Specialists","4.0","4","Appliance repair service","986b Church St, Baldwin, NY 11510, United States","https://kitchenrepairspecialists.com/","+1 877-783-0023","https://www.google.com/maps/place/Kitchen+Repair+Specialists/data=!4m7!3m6!1s0x89c27b9ff61410fb:0x73210ac1aa63485d!8m2!3d40.6412402!4d-73.6058552!16s%2Fg%2F11b64mhwl6!19sChIJ-xAU9p97wokRXUhjqsEKIXM?authuser=0&hl=en&rclk=1"
